Keyword,Definition,Category,filename
first contact resolution,The percentage of customer inquiries resolved on first contact. Higher percentages indicate higher customer satisfaction,AI Chatbot & Automation,first-contact-resolution.md
tickets,A unit for managing customer inquiries as individual cases. Can record progress status and response history,AI Chatbot & Automation,tickets.md
LLM as Judge,A novel technique where AI systems evaluate the responses of other AI systems,AI Chatbot & Automation,LLM-as-Judge.md
unsupervised consistency evaluation,An evaluation method that measures reliability by assessing the consistency of multiple AI responses without requiring correct answers,AI Chatbot & Automation,unsupervised-consistency-evaluation.md
oracle feedback (ground-truth labels),Pre-determined correct answers or gold standard labels provided by humans,AI Chatbot & Automation,oracle-feedback---ground-truth-labels-.md
CAI ratio,"An evaluation metric in the research phase that analyzes the consistency and inconsistency between student models and LLM outputs, abbreviating Consistent and Inconsistent Ratio",AI Chatbot & Automation,CAI-ratio.md
student models,A supplementary AI model used for comparison with the main evaluation target model,AI Chatbot & Automation,student-models.md
supplementary indicator,Additional judgment material that complements the primary evaluation metric,AI Chatbot & Automation,supplementary-indicator.md
Hallucination phenomena,The phenomenon where AI generates non-existent information or incorrect content in a plausible manner,AI Chatbot & Automation,Hallucination-phenomena.md
RAG benchmarks,Evaluation criteria for AI systems that search external knowledge to generate responses,AI Chatbot & Automation,RAG-benchmarks.md
Fact-Score,An evaluation metric that automatically scores the factuality of AI-generated text,AI Chatbot & Automation,Fact-Score.md
MHaluBench,A hallucination detection benchmark for multimodal AI combining images and text,AI Chatbot & Automation,MHaluBench.md
prompts,Instruction text or questions given to AI,AI Chatbot & Automation,prompts.md
Zero-shot,Directly asking questions without examples,AI Chatbot & Automation,Zero-shot.md
Few-shot,Asking questions after showing several examples,AI Chatbot & Automation,Few-shot.md
Chain-of-Thought,Asking questions while gradually showing the thinking process,AI Chatbot & Automation,Chain-of-Thought.md
Precision,Accuracy rate,AI Chatbot & Automation,Precision.md
F1 score,Harmonic mean of precision and recall,AI Chatbot & Automation,F1-score.md
BLEU/ROUGE scores,Metrics measuring similarity between generated and reference text,AI Chatbot & Automation,BLEU---ROUGE-scores.md
Consistency evaluation,Evaluation of whether the same input produces consistent outputs,AI Chatbot & Automation,Consistency-evaluation.md
Reproducibility validation,Verification that results remain consistent across different environments,AI Chatbot & Automation,Reproducibility-validation.md
Chain-of-Thought prompts,A technique that improves reasoning accuracy by prompting AI to show step-by-step thinking,AI Chatbot & Automation,Chain-of-Thought-prompts.md
structured prompts,Prompt design that organizes information according to fixed formats,AI Chatbot & Automation,structured-prompts.md
JamC-QA,"Abbreviation for Japanese Multiple Choice QA, an evaluation test assessing knowledge of Japanese culture and customs",AI Chatbot & Automation,JamC-QA.md
accuracy measurement,Calculation of accuracy rate,AI Chatbot & Automation,accuracy-measurement.md
hallucination mitigation strategies,Technology to prevent AI from generating incorrect information,AI Chatbot & Automation,hallucination-mitigation-strategies.md
OpenAI,AI company that developed ChatGPT and GPT-5,AI Chatbot & Automation,OpenAI.md
Google,AI company that developed advanced AI including Gemini 2.5 Pro,AI Chatbot & Automation,Google.md
Anthropic,AI company that developed Claude AI,AI Chatbot & Automation,Anthropic.md
hallucination problem,The phenomenon where AI generates non-existent information in a plausible manner,AI Chatbot & Automation,hallucination-problem.md
RAG technology,Technology that generates responses by referencing external knowledge bases,AI Chatbot & Automation,RAG-technology.md
Unsupervised consistency metrics,A method measuring reliability from the consistency of AI responses without ground-truth data,AI Chatbot & Automation,Unsupervised-consistency-metrics.md
hallucination detection,Technology that automatically detects incorrect information generated by AI,AI Chatbot & Automation,hallucination-detection.md
culture-specific benchmarks,Evaluation tests specialized in the knowledge of specific cultures or regions,AI Chatbot & Automation,culture-specific-benchmarks.md
platform,"Social media services such as Facebook, Twitter, and Instagram",AI Chatbot & Automation,platform.md
Centralized social media management,"Managing messages, comments, and response history from multiple social media platforms in a single system",AI Chatbot & Automation,Centralized-social-media-management.md
digitalization,Using computers and the internet to make work and life more convenient,AI Chatbot & Automation,digitalization.md
APIs,A mechanism that allows different software systems to automatically exchange information,AI Chatbot & Automation,APIs.md
rules engine,A system that automatically makes decisions and processes based on predetermined conditions,AI Chatbot & Automation,rules-engine.md
dashboard,A management interface that displays multiple pieces of information consolidated on a single screen,AI Chatbot & Automation,dashboard.md
network environment,Internet connection environment,AI Chatbot & Automation,network-environment.md
security policies,Internal rules regarding information security,AI Chatbot & Automation,security-policies.md
user roles,"Roles and permissions such as administrator, staff member, viewer, etc.",AI Chatbot & Automation,user-roles.md
Integration,Integrating and connecting different systems,AI Chatbot & Automation,Integration.md
API keys,Authentication information required to connect different systems,AI Chatbot & Automation,API-keys.md
visualization,Making information and situations easily visible and understandable,AI Chatbot & Automation,visualization.md
monitoring,Continuously monitoring system and business conditions,AI Chatbot & Automation,monitoring.md
workflows,A system that defines business processes and approval procedures,AI Chatbot & Automation,Workflow.md
cost-performance,Cost-performance ratio,AI Chatbot & Automation,cost-performance.md
AI,Artificial Intelligence,AI Chatbot & Automation,AI.md
AI agents,AI programs that automatically perform specific tasks,AI Chatbot & Automation,AI-agents.md
AI chatbots,Automated response systems utilizing artificial intelligence,AI Chatbot & Automation,AI-chatbots.md
Pareto's Law,"An empirical rule stating that 80% of overall results come from 20% of overall causes. In email handling, approximately 80% of all inquiries tend to concentrate on specific 20% of themes",AI Chatbot & Automation,Pareto's-Law.md
cognitive load,The mental burden placed on the brain during work. Refers to the amount of attention and memory required when processing information,AI Chatbot & Automation,cognitive-load.md
multitasking,Performing multiple tasks simultaneously. Research shows this reduces work efficiency; email handling is more efficient when processed one at a time with concentration,AI Chatbot & Automation,multitasking.md
bottlenecks,Points in business processes that take the most time or impose the greatest burden. Improving these points significantly enhances overall efficiency,AI Chatbot & Automation,bottlenecks.md
circadian rhythm,"Physiological phenomena that fluctuate on approximately 24-hour cycles. Includes body temperature, hormone secretion, and sleep-wake cycles. The 2-3 hours after waking are considered cognitive function peaks",AI Chatbot & Automation,circadian-rhythm.md
ticket management,"A system that manages customer inquiries and requests individually as 'tickets,' tracking response status and history",AI Chatbot & Automation,ticket-management.md
